locus_chr	locus_start	locus_end	locus_name	locus_ngene	locus_width	locus_pheno	locus_mindistgene	locus_nspecialgene	locus_ninteractiongene	locus_hisig_type	gene_tss	gene_end	gene_locusdist_kbp	gene_closestsnp	gene_name	gene_type	gene_prob_selected	gene_signet	gene_mindist	gene_special	gene_signet+	distance_score	special_score	ppi_score	TF_score	total_score	exp_score	gene_hisig_type	ppi_deg	ppi_deg_active_cnt	ppi_deg_active_names	TF_indeg	TF_in_active_cnt	TF_in_active_names	TF_outdeg	TF_out_active_cnt	TF_out_active_names
12	56468578	56959374	rs2926743+rs2958149	11	490.796	JT	NACA	1.0	11.0	exome	56752161	56787790	31.845	rs2926743	HSD17B6	protein_coding	0.0	.	.	.	.	-23.948414271120686	0.0	88.13894992261712	1.956110425985344	66.14664607748178	0.01596422375604506	poorsig	1	0		0	0	.	0	0	.
12	56468578	56959374	rs2926743+rs2958149	11	490.796	JT	NACA	1.0	11.0	exome	56923133	56934408	202.817	rs2926743	SDR9C7	protein_coding	0.0	.	.	.	.	-24.90191998379137	0.0	88.13894992261712	1.956110425985344	65.19314036481109	0.006152413788229961	poorsig	1	0		0	0	.	0	0	.
12	56468578	56959374	rs2926743+rs2958149	11	490.796	JT	NACA	1.0	11.0	exome	56957608	56959374	237.292	rs2926743	RDH16	protein_coding	0.0	.	.	.	.	-25.110910378115324	0.0	88.13894992261712	1.956110425985344	64.98414997048714	0.004992087187618665	poorsig	1	0		0	0	.	0	0	.
12	64390691	64881033	rs867400	6	490.342	HR	RASSF3	0.0	5.0	poorsig	64390691	64390758	192.379	rs867400	C12orf56	protein_coding	0.0	.	.	.	.	-24.83664285575908	0.0	87.44426359518735	1.956110425985344	64.56373116541363	0.13234895746786807	poorsig	0	0		0	0	.	0	0	.
12	64390691	64881033	rs867400	6	490.342	HR	RASSF3	0.0	5.0	poorsig	64404392	64451125	178.678	rs867400	XPOT	protein_coding	0.0	.	.	.	.	-24.74984947819636	0.0	85.68411237274796	1.956110425985344	62.89037332053695	0.02483078481820669	poorsig	10	1	DPF3	0	0	.	0	0	.
12	64390691	64881033	rs867400	6	490.342	HR	RASSF3	0.0	5.0	poorsig	64452090	64502114	130.98	rs867400	TBK1	protein_coding	0.0	.	.	.	.	-24.44410326294149	0.0	86.7513919749343	1.956110425985344	64.26339913797815	0.09801397044994055	poorsig	22	6	CALM1:omim;CALM2:omim;CALM3:omim;CAMK2D:coloc;NCOA2;RIOK3	0	0	.	0	0	.
12	64390691	64881033	rs867400	6	490.342	HR	RASSF3	0.0	5.0	poorsig	64507001	64697564	76.069	rs867400	RASSF3	protein_coding	1.0	signet	mindist	.	signet+	-24.122117029088567	0.0	88.18989231068268	1.956110425985344	66.02388570757945	0.5699773332007507	mindist	4	2	LITAF:coloc;STRN	0	0	.	0	0	.
12	64390691	64881033	rs867400	6	490.342	HR	RASSF3	0.0	5.0	poorsig	64752871	64759431	169.801	rs867400	GNS	protein_coding	0.0	.	.	.	.	-24.693096958669955	0.0	86.90686807396966	1.956110425985344	64.16988154128505	0.0892634783717946	poorsig	2	0		0	0	.	0	0	.
12	64390691	64881033	rs867400	6	490.342	HR	RASSF3	0.0	5.0	poorsig	64759484	64881033	176.414	rs867400	TBC1D30	protein_coding	0.0	.	.	.	.	-24.735407505668903	0.0	86.90686807396966	1.956110425985344	64.1275709942861	0.08556547569143953	poorsig	2	0		0	0	.	0	0	.
12	81759350	81825597	rs12579753	1	66.247	HR	PPFIA2	0.0	1.0	poorsig	81759350	81759553	66.247	rs12579753	PPFIA2	protein_coding	1.0	signet	mindist	.	signet+	-24.07428751236186	0.0	88.18989231068268	1.956110425985344	66.07171522430616	1.0	mindist	3	0		0	0	.	0	0	.
12	82182441	82479239	rs10778876	2	296.798	QRS	CCDC59	0.0	2.0	poorsig	82358396	82358805	175.955	rs10778876	CCDC59	protein_coding	0.0	.	mindist	.	.	-24.732476641673863	0.0	86.8470477734064	1.956110425985344	64.07068155771788	0.20718214159927992	mindist	6	0		0	0	.	0	0	.
12	82182441	82479239	rs10778876	2	296.798	QRS	CCDC59	0.0	2.0	poorsig	82358529	82479239	176.088	rs10778876	METTL25	protein_coding	1.0	signet	.	.	signet+	-24.73332598793373	0.0	88.18989231068268	1.956110425985344	65.41267674873428	0.7928178584007202	poorsig	1	0		0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	109713825	109770495	231.511	rs11068997	FAM222A	protein_coding	0.0	.	.	.	.	-25.07664280092229	0.0	87.24542151666395	1.8876291895235768	64.05640790526525	0.031448598409996684	poorsig	3	1	MEIS1	0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	109814891	109833406	130.445	rs11068997	TRPV4	protein_coding	0.0	.	.	.	.	-24.44071093239108	0.0	87.7846800936137	1.8876291895235768	65.2315983507462	0.10185445290820869	poorsig	1	1	CALM1:omim	0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	109850945	109880541	94.391	rs11068997	GLTP	protein_coding	0.0	.	.	.	.	-24.22137408447788	0.0	86.59644367707315	1.8876291895235768	64.26269878211885	0.03865380792039473	poorsig	2	0		0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	109900264	109983841	45.072	rs11068997	TCHP	protein_coding	0.0	.	.	.	.	-23.988058721309425	0.0	85.38183439206372	1.8876291895235768	63.281404860277874	0.014488444077407112	poorsig	9	1	ID2	0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	109996295	109996389	50.959	rs11068997	GIT2	protein_coding	0.0	.	.	.	.	-24.0094272963888	0.0	86.59644367707315	1.8876291895235768	64.47464557020794	0.04777928041656907	poorsig	2	0		0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	109999186	110039763	53.85	rs11068997	ANKRD13A	protein_coding	0.0	.	.	.	.	-24.0206950107756	0.0	86.97693409791187	1.8876291895235768	64.84386827665985	0.06911797228341834	poorsig	4	1	CAV1:coloc	0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110048555	110073636	103.219	rs11068997	C12orf76	protein_coding	0.0	.	.	.	.	-24.27280753175143	0.0	87.13382498139671	1.8876291895235768	64.74864663916887	0.06284008401774506	poorsig	0	0		0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110124335	110218793	161.063	rs3026445	IFT81	protein_coding	0.0	.	.	.	.	-24.63697729667185	0.0	86.59644367707315	1.8876291895235768	63.84709556992488	0.02550927422529935	poorsig	2	0		0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110280756	110351093	4.642	rs3026445	ATP2A2	protein_coding	1.0	signet	mindist	.	signet+	-23.90816088859861	0.0	88.18989231068268	1.956110425985344	66.23784184806941	0.2786031476271926	mindist	19	7	ATP1B1;CACNA1C:omim;CAV3:omim;GJA1;SKI:coloc;SLC4A4;SLC8A1	2	1	SP3	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110403708	110403730	118.31	rs3026445	ANAPC7	protein_coding	0.0	.	.	.	.	-24.364541502015555	0.0	85.64581311528883	1.8876291895235768	63.168900802796855	0.012946782659869616	poorsig	9	1	CREBBP	0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110450337	110450422	164.939	rs3026445	ARPC3	protein_coding	0.0	.	.	.	.	-24.66189333890937	0.0	85.64581311528883	1.8876291895235768	62.871548965903045	0.00961664524888604	poorsig	9	1	PAM	0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110468257	110469268	174.035	rs75714509	GPN3	protein_coding	0.0	.	.	.	.	-24.720206759793303	0.0	85.79606592004846	1.8876291895235768	62.96348834977874	0.010542712479570117	poorsig	5	0		0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110468415	110490385	173.877	rs75714509	FAM216A	protein_coding	0.0	.	.	.	.	-24.71919635244311	0.0	87.13382498139671	1.8876291895235768	64.30225781847719	0.04021356311755653	poorsig	0	0		0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110491083	110502111	151.209	rs75714509	VPS29	protein_coding	0.0	.	.	coloc	signet+	-24.57357014422736	2.425762480924711	84.85610236372227	1.8876291895235768	64.59592388994321	0.05393989662192424	coloc	12	1	GJA1	0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110501655	110533556	140.637	rs75714509	RAD9B	protein_coding	0.0	.	.	.	.	-24.505680483482163	0.0	87.13382498139671	1.8876291895235768	64.51577368743813	0.049785321852418775	poorsig	0	0		0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110533245	110583318	109.047	rs75714509	PPTC7	protein_coding	0.0	.	.	.	.	-24.30774132517795	0.0	85.53078151581873	1.8876291895235768	63.11066938016436	0.01221440375988395	poorsig	6	0		0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110614027	110663431	28.265	rs75714509	TCTN1	protein_coding	0.0	.	.	.	.	-23.939823548382293	0.0	86.44223012784438	1.8876291895235768	64.39003576898567	0.0439029835512094	poorsig	6	1	TAFA4	0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110689417	110704950	47.125	rs75714509	HVCN1	protein_coding	0.0	.	.	.	.	-23.99526413019473	0.0	86.86475299305619	1.8876291895235768	64.75711805238502	0.06337468957111943	poorsig	1	0		0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110742891	110742939	100.599	rs75714509	PPP1CC	protein_coding	0.0	.	.	.	.	-24.25734248202888	0.0	78.67276843103699	1.8876291895235768	56.30305513853169	1.3500907815040644e-05	poorsig	36	4	CREBBP;PAM;RYR2:omim;SP3	0	0	.	0	0	.
12	109713825	110907535	rs11068997+rs3026445+rs75714509	20	1193.71	QT	ATP2A2	1.0	16.0	coloc	110846769	110907535	204.477	rs75714509	CCDC63	protein_coding	0.0	.	.	.	.	-24.91222408779647	0.0	87.13382498139671	1.8876291895235768	64.10923008312382	0.033154438343515315	poorsig	0	0		0	0	.	0	0	.
12	114326957	114408442	rs3825214+rs6489953+rs883079	1	81.485	PR+QRS	TBX5	0.0	1.0	poorsig	114406144	114408442	48.506	rs3825214	TBX5	protein_coding	1.0	signet	mindist	.	signet+	-24.000260977389523	0.0	88.18989231068268	1.956110425985344	66.14574175927851	1.0	mindist	9	1	NKX2-5	1	1	NKX2-5	0	0	.
12	114670255	114943935	rs10850409+rs1896312+rs7132327	1	273.68	PR+QRS	TBX3	0.0	1.0	poorsig	114670255	114684175	238.364	rs1896312	TBX3	protein_coding	1.0	signet	mindist	.	signet+	-25.117228460367425	0.0	88.18989231068268	1.956110425985344	65.0287742763006	1.0	mindist	5	1	CALM1:omim	0	0	.	0	0	.
12	115790690	116277693	rs11067773	1	487.003	PR	MED13L	0.0	1.0	poorsig	115957905	116277693	167.215	rs11067773	MED13L	protein_coding	1.0	signet	mindist	.	signet+	-24.67650871516325	0.0	88.18989231068268	1.956110425985344	65.46949402150477	1.0	mindist	1	0		0	0	.	0	0	.
13	20702127	21061586	rs2585897	4	359.459	PR	XPO4	0.0	3.0	poorsig	20702127	20723098	122.713	rs2585897	IL17D	protein_coding	1.0	signet	.	.	signet+	-24.391985552894702	0.0	88.18989231068268	1.956110425985344	65.75401718377331	0.4209620639599248	poorsig	0	0		0	0	.	0	0	.
13	20702127	21061586	rs2585897	4	359.459	PR	XPO4	0.0	3.0	poorsig	20728731	20773961	96.109	rs2585897	EEF1AKMT1	protein_coding	0.0	.	.	.	.	-24.231227067302097	0.0	87.91959358921665	1.956110425985344	65.64447694789989	0.3772856090789274	poorsig	1	0		0	0	.	0	0	.
13	20702127	21061586	rs2585897	4	359.459	PR	XPO4	0.0	3.0	poorsig	20902746	20903048	77.906	rs2585897	XPO4	protein_coding	0.0	.	mindist	.	.	-24.131523201309584	0.0	87.113229583619	1.956110425985344	64.93781680829477	0.18611082782452276	mindist	4	0		0	0	.	0	0	.
13	20702127	21061586	rs2585897	4	359.459	PR	XPO4	0.0	3.0	poorsig	20973036	21061586	148.196	rs2585897	LATS2	protein_coding	0.0	.	.	.	.	-24.554192847123787	0.0	85.05948446789728	1.956110425985344	62.46140204675884	0.015641499136624982	poorsig	19	3	SIPA1L1;SKI:coloc;SORBS1	0	0	.	0	0	.
13	21459303	21704498	rs718426	3	245.195	PR	MICU2	0.0	3.0	poorsig	21459303	21459370	52.217	rs718426	ZDHHC20	protein_coding	0.0	.	.	.	.	-24.014269528882853	0.0	87.0109342011786	1.956110425985344	64.9527750982811	0.23739261084224011	poorsig	2	0		0	0	.	0	0	.
13	21459303	21704498	rs718426	3	245.195	PR	MICU2	0.0	3.0	poorsig	21503073	21604181	8.447	rs718426	MICU2	protein_coding	0.0	.	mindist	.	.	-23.91021977139626	0.0	87.279335171699	1.956110425985344	65.32522582628809	0.3445248027899298	mindist	1	0		0	0	.	0	0	.
13	21459303	21704498	rs718426	3	245.195	PR	MICU2	0.0	3.0	poorsig	21671073	21704498	159.553	rs718426	FGF9	protein_coding	1.0	signet	.	.	signet+	-24.627264006677454	0.0	88.18989231068268	1.956110425985344	65.51873872999057	0.4180825863678301	poorsig	1	1	FGFR1	0	0	.	0	0	.
13	36168794	36442870	rs2182486	5	274.076	JT	SPART	0.0	3.0	poorsig	36168794	36297842	198.288	rs2182486	CCDC169-SOHLH2	protein_coding	0.0	.	.	.	.	-24.87369665978442	0.0	88.18989231068268	1.956110425985344	65.27230607688361	0.19411461411793676	poorsig	0	0		0	0	.	0	0	.
13	36168794	36442870	rs2182486	5	274.076	JT	SPART	0.0	3.0	poorsig	36214556	36214588	152.526	rs2182486	SOHLH2	protein_coding	0.0	.	.	.	.	-24.58204384958724	0.0	87.91959358921665	1.956110425985344	65.29366016561475	0.1983043293806021	poorsig	1	0		0	0	.	0	0	.
13	36168794	36442870	rs2182486	5	274.076	JT	SPART	0.0	3.0	poorsig	36297824	36297840	69.258	rs2182486	CCDC169	protein_coding	1.0	signet	.	.	signet+	-24.0884862257956	0.0	88.18989231068268	1.956110425985344	66.05751651087242	0.42566779283732037	poorsig	0	0		0	0	.	0	0	.
13	36168794	36442870	rs2182486	5	274.076	JT	SPART	0.0	3.0	poorsig	36346394	36370180	20.688	rs2182486	SPART	protein_coding	0.0	.	mindist	.	.	-23.92484075659982	0.0	86.84594391360991	1.956110425985344	64.87721358299544	0.13075904588583603	mindist	5	0		0	0	.	0	0	.
13	36168794	36442870	rs2182486	5	274.076	JT	SPART	0.0	3.0	poorsig	36431520	36442870	64.438	rs2182486	CCNA1	protein_coding	0.0	.	.	.	.	-24.065967201232542	0.0	86.0485590211024	1.956110425985344	63.93870224585521	0.0511542177783046	poorsig	8	0		0	0	.	0	0	.
13	46553168	46897076	rs10507540+rs1408224+rs9590974	3	343.908	PR+QRS	ESD	0.0	3.0	poorsig	46553168	46753040	87.915	rs1408224	LRCH1	protein_coding	0.01	.	.	.	.	-24.18500160244599	0.0	86.90731279211936	1.956110425985344	64.6784216156587	0.13118121565487526	poorsig	1	0		0	0	.	0	0	.
13	46553168	46897076	rs10507540+rs1408224+rs9590974	3	343.908	JT+PR+QRS	ESD	0.0	3.0	poorsig	46797161	46797420	44.391	rs10507540	ESD	protein_coding	0.82	signet	mindist	.	signet+	-23.98572840454927	0.0	88.18989231068268	1.956110425985344	66.16027433211875	0.5773406129193654	mindist	3	2	CAV1:coloc;PITPNB	0	0	.	0	0	.
13	46553168	46897076	rs10507540+rs1408224+rs9590974	3	343.908	JT+PR	ESD	0.0	3.0	poorsig	46897053	46897076	55.501	rs10507540	HTR2A	protein_coding	0.17	.	.	.	.	-24.02734879763415	0.0	87.54804541378006	1.956110425985344	65.47680704213126	0.29147817142575916	poorsig	2	1	CAV1:coloc	0	0	.	0	0	.
13	73686089	74133929	rs1886512+rs728926	1	447.84	QRS+QT	KLF12	1.0	1.0	coloc	73686089	74133929	252.896	rs728926	KLF12	protein_coding	1.0	signet	mindist	coloc	signet+	-25.20173372599516	2.425762480924711	88.18989231068268	1.956110425985344	67.37003149159757	1.0	coloc	1	1	PMP22	0	0	.	0	0	.
13	99200774	99909459	rs12430683	5	708.685	JT	TM9SF2	0.0	3.0	poorsig	99200774	99386504	226.956	rs12430683	UBAC2	protein_coding	0.0	.	.	.	.	-25.0494127545248	0.0	87.11588629548721	1.956110425985344	64.02258396694776	0.05437324184640506	poorsig	6	1	ANK2:omim	0	0	.	0	0	.
13	99200774	99909459	rs12430683	5	708.685	JT	TM9SF2	0.0	3.0	poorsig	99258379	99261744	169.351	rs12430683	GPR18	protein_coding	0.0	.	.	.	.	-24.69021188118216	0.0	88.08773507827301	1.956110425985344	65.35363362307619	0.2058034961097484	poorsig	0	0		0	0	.	0	0	.
13	99200774	99909459	rs12430683	5	708.685	JT	TM9SF2	0.0	3.0	poorsig	99294539	99307399	133.191	rs12430683	GPR183	protein_coding	1.0	signet	.	.	signet+	-24.458146964785865	0.0	88.18989231068268	1.956110425985344	65.68785577188216	0.2874773170654685	poorsig	3	1	NRXN3	0	0	.	0	0	.
13	99200774	99909459	rs12430683	5	708.685	JT	TM9SF2	0.0	3.0	poorsig	99446311	99564048	18.581	rs12430683	TM9SF2	protein_coding	0.0	.	mindist	.	.	-23.92146772589216	0.0	87.54804541378006	1.956110425985344	65.58268811387325	0.25877948815037205	mindist	2	0		0	0	.	0	0	.
13	99200774	99909459	rs12430683	5	708.685	JT	TM9SF2	0.0	3.0	poorsig	99606669	99909459	178.939	rs12430683	CLYBL	protein_coding	0.0	.	.	.	.	-24.7515127926922	0.0	88.08773507827301	1.956110425985344	65.29233271156616	0.19356645682800605	poorsig	0	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	20891385	20892348	183.222	rs12889267	RNASE3	protein_coding	0.0	.	.	.	.	-24.77875704445786	0.0	85.62745553960393	1.956110425985344	62.80480892113141	0.01911351700576962	poorsig	1	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	20955487	20956436	119.12	rs12889267	RNASE2	protein_coding	0.0	.	.	.	.	-24.3695712015266	0.0	85.89369791093687	1.956110425985344	63.48023713539561	0.03755565611098902	poorsig	0	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	20989980	20997035	84.627	rs12889267	METTL17	protein_coding	0.0	.	.	.	.	-24.16704153187987	0.0	81.4681869088972	1.956110425985344	59.25725580300266	0.0005503739422727411	poorsig	14	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	20999255	21001871	75.352	rs12889267	SLC39A2	protein_coding	0.0	.	.	.	.	-24.118482971253165	0.0	84.30747599948667	1.956110425985344	62.14510345421885	0.009881756847037442	poorsig	6	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	21024109	21036276	50.498	rs12889267	TPPP2	protein_coding	0.0	.	.	.	.	-24.00767663864811	0.0	85.89369791093687	1.956110425985344	63.8421316982741	0.053931706867509456	poorsig	0	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	21025776	21070872	48.831	rs12889267	NDRG2	protein_coding	1.0	signet	.	.	signet+	-24.00145419946752	0.0	88.18989231068268	1.956110425985344	66.1445485372005	0.5392263340179935	poorsig	5	4	ATP1B1;CAV3:omim;NDRG4:coloc;SNTA1:omim	0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	21032818	21034807	41.789	rs12889267	RNASE13	protein_coding	0.0	.	.	.	.	-23.977104267425865	0.0	85.89369791093687	1.956110425985344	63.87270406949634	0.05560599002718425	poorsig	0	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	21042316	21044234	32.291	rs12889267	RNASE7	protein_coding	0.0	.	.	.	.	-23.949550656858875	0.0	85.62745553960393	1.956110425985344	63.6340153087304	0.04379861382232809	poorsig	1	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	21057822	21058455	16.785	rs12889267	RNASE8	protein_coding	0.0	.	.	.	.	-23.91887058995692	0.0	85.89369791093687	1.956110425985344	63.93093774696528	0.05894027288781438	poorsig	0	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	21070273	21090248	4.334	rs12889267	ARHGEF40	protein_coding	0.0	.	mindist	.	.	-23.90804647541815	0.0	84.30747599948667	1.956110425985344	62.35553995005387	0.012196229057507675	mindist	5	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	21098655	21104722	24.048	rs12889267	ZNF219	protein_coding	0.0	.	.	.	.	-23.93093956645353	0.0	85.46936645161519	1.956110425985344	63.494537311147	0.03809656693600019	poorsig	5	1	SH3GL2	0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	21098811	21103724	24.204	rs12889267	TMEM253	protein_coding	0.0	.	.	.	.	-23.931244004416595	0.0	85.89369791093687	1.956110425985344	63.91856433250561	0.05821547382986763	poorsig	0	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	21148370	21159060	73.763	rs12889267	OR5AU1	protein_coding	0.0	.	.	.	.	-24.110505738821068	0.0	85.89369791093687	1.956110425985344	63.73930259810114	0.048661563033201835	poorsig	0	0		0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	21209136	21269494	134.529	rs12889267	HNRNPC	protein_coding	0.0	.	.	.	.	-24.466663208358444	0.0	80.0743836867984	1.956110425985344	57.5638309044253	0.00010120751810474233	poorsig	25	1	AKAP9:omim	0	0	.	0	0	.
14	20891385	21351301	rs12889267	15	459.916	HR	ARHGEF40	0.0	9.0	poorsig	21280083	21351301	205.476	rs12889267	RPGRIP1	protein_coding	0.0	.	.	.	.	-24.918414409212662	0.0	85.99995491402733	1.956110425985344	63.03765093080001	0.024124738096419487	poorsig	3	1	METTL25	0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23155309	23183674	218.143	rs11465506	SLC7A8	protein_coding	0.0	.	.	.	.	-24.99616894731435	0.0	86.37248861211161	1.956110425985344	63.33243009078261	0.01290180089312381	poorsig	3	0		0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23185316	23273477	188.136	rs11465506	RNF212B	protein_coding	0.0	.	.	.	.	-24.809886623358963	0.0	87.17585651919423	1.956110425985344	64.32208032182061	0.03470962884470232	poorsig	0	0		0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23286132	23299447	87.32	rs11465506	HOMEZ	protein_coding	0.0	.	.	.	.	-24.181724904495447	0.0	87.01137795064298	1.956110425985344	64.78576347213288	0.05518550273032415	poorsig	4	1	FARS2	0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23295652	23302859	77.8	rs11465506	PPP1R3E	protein_coding	0.0	.	.	.	.	-24.13097676128825	0.0	86.90731279211936	1.956110425985344	64.73244645681645	0.05232023882182441	poorsig	1	0		0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23298790	23311751	74.662	rs11465506	BCL2L2	protein_coding	0.0	.	.	.	.	-24.11500591569588	0.0	86.47771253023822	1.956110425985344	64.31881704052768	0.03459654617284412	poorsig	4	1	APOC4	0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23306833	23326175	66.619	rs11465506	BCL2L2-PABPN1	protein_coding	0.0	.	.	.	.	-24.076018327488526	0.0	87.17585651919423	1.956110425985344	65.05594861769104	0.07230443237787626	poorsig	0	0		0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23321457	23326163	51.995	rs11465506	PABPN1	protein_coding	0.0	.	.	.	.	-24.01340815243281	0.0	86.47771253023822	1.956110425985344	64.42041480379075	0.03829623615913705	poorsig	6	1	PAM	0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23352860	23352912	20.592	rs11465506	SLC22A17	protein_coding	0.0	.	.	.	.	-23.92467946207521	0.0	86.63952433290045	1.956110425985344	64.67095529681058	0.049199925623024235	poorsig	2	0		0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23365633	23365752	7.819	rs11465506	EFS	protein_coding	0.0	.	.	.	.	-23.90979782670728	0.0	86.63952433290045	1.956110425985344	64.68583693217852	0.049937576085403196	poorsig	2	0		0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23372809	23376403	0.643	rs11465506	IL25	protein_coding	0.0	.	mindist	.	.	-23.90728589668864	0.0	87.17585651919423	1.956110425985344	65.22468104849094	0.08559422906844492	mindist	0	0		0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23376773	23379772	3.321	rs11465506	CMTM5	protein_coding	0.03	.	.	.	.	-23.907725485284725	0.0	86.79595067303511	1.956110425985344	64.84433561373572	0.05851437372130824	poorsig	14	4	FARS2;FERMT2;NDRG4:coloc;ZNF391	0	0	.	0	0	.
14	23155309	23645639	rs11465506+rs422068	19	490.33	HR+PR	IL25	0.0	14.0	poorsig	23384112	23408273	10.66	rs11465506	MYH6	protein_coding	0.0	.	.	.	.	-23.911964462312124	0.0	86.10620311301315	1.9741527886832344	64.16839143938427	0.029764852596295698	poorsig	4	0		1	1	TBX5	0	0	.
